id_nodo	nombre_nodo	ano_apa	subclass	attr	class_nodo
a.574	Elsa Zambrano		Colombia	1	artista
a.575	Ellsworth Kelly		Estados Unidos	1	artista
a.576	Elizabeth Saavedra		Colombia	1	artista
a.577	Elba Damast		Venezuela	1	artista
a.578	Efraim Martínez	1898	Colombia	1	artista
a.579	Edward Ruscha		Estados Unidos	1	artista
a.580	Eduardo Cervantes		Perú	1	artista
a.581	Eduardo Mac Entyre		Argentina	1	artista
a.582	Eduardo Macentyre		Argentina	1	artista
a.583	Eduardo Pérez		Panamá	1	artista
a.584	Eduardo Ruben		Cuba	1	artista
a.585	Edith Behring		Brasil	1	artista
a.586	Édgar Correal		Colombia	1	artista
a.587	Édgar Sánchez		Venezuela	1	artista
a.588	Duberney Marín		Colombia	1	artista
a.589	Diego Rivera		México	1	artista
a.590	Dicken Castro		Colombia	1	artista
a.591	Diana Drews		Colombia	1	artista
a.592	Denise Buraye		Colombia	1	artista
a.593	Débora Arango	1910	Colombia	1	artista
a.594	David Becker		Estados Unidos	1	artista
a.595	Daniel Argimon		España	1	artista
a.596	Daniel Senise	1956	Brasil	1	artista
a.597	Cristobal Gabarron		España	1	artista
a.598	Corina Briceño		Venezuela	1	artista
a.599	Coqui Calderon		Panamá	1	artista
a.600	Consuelo Gómez	1956	Colombia	1	artista
a.601	Consuelo Gottay		Puerto Rico	1	artista
a.602	Collette Portal		Francia	1	artista
a.603	Clelia Cortemiglia		Italia	1	artista
a.604	Cleber Machado		Brasil	1	artista
a.605	Chuck Close	1940	Estados Unidos	1	artista
a.606	Christian Staub		Suiza	1	artista
a.607	Charles Roth		Estados Unidos	1	artista
a.608	César Alfaro Mosquera	1967	Colombiana	1	artista
a.609	Cecilia Vargas		Colombia	1	artista
a.610	Catalina Cárdenas		Colombia	1	artista
a.611	Carol Summers		Estados Unidos	1	artista
a.612	Carol Young		Colombia	1	artista
a.613	Carmenza Delgado		Colombia	1	artista
a.614	Carmen Aguade		México	1	artista
a.615	Carmen Aldunate	1935	Chile	1	artista
a.616	Carlos Alberto García		Cuba	1	artista
a.617	Carlos -Bororo- Maturana		Chile	1	artista
a.618	Carlos Andrade		Colombia	1	artista
a.619	Carlos Cárdenas		Cuba	1	artista
a.620	Carlos Collazo		Puerto Rico	1	artista
a.621	Carlos Correa		Colombia	1	artista
a.622	Carlos Cuellar		México	1	artista
a.623	Carlos Donaire		Chile	1	artista
a.624	Carlos García Estrada		México	1	artista
a.625	Carlos Gómez	1963	Colombia	1	artista
a.626	Carlos Granada		Colombia	1	artista
a.627	Carlos Nakatani		México	1	artista
a.628	Carlos Revilla		Perú	1	artista
a.629	Carlos Salazar		Colombia	1	artista
a.630	Carlos Zerpa		Venezuela	1	artista
a.631	Brian Nissen		México	1	artista
a.632	Bolívar Gaudín		Uruguay	1	artista
a.633	Blanca Obeyda Giraldo		Colombia	1	artista
a.634	Blanca Restrepo		Colombia	1	artista
a.635	Bezdykian Assadour		Líbano	1	artista
a.636	Benjamín Lira		Chile	1	artista
a.637	Beatriz Ángel		Colombia	1	artista
a.638	Beatriz Duque		Colombia	1	artista
a.639	Baruj Salinas		Cuba	1	artista
a.640	Baldomero Pestana		Puerto Rico	1	artista
a.641	Asdrúbal Domínguez		Rep. Dominicana	1	artista
a.642	Ary Brizzi		Argentina	1	artista
a.643	Arthur Luiz Piza		Brasil	1	artista
a.644	Arthur Tashko		Colombia	0	artista
a.645	Arnulfo Luna		Colombia	1	artista
a.646	Arnoldo Ramírez Amaya		Guatemala	1	artista
a.647	Arnaldo Coen		México	1	artista
a.648	Armin Tröger		Colombia	1	artista
a.649	Armando Londoño		Colombia	1	artista
a.650	Antonio Eligio Fernandez		Cuba	1	artista
a.651	Antonio Alvarado		Panamá	1	artista
a.652	Antonio Berni		Argentina	1	artista
a.653	Antonio Díaz-Cortés		México	1	artista
a.654	Antonio Grass		Colombia	1	artista
a.655	Antonio Joseph		Haití	1	artista
a.656	Antonio Martorell		Puerto Rico	1	artista
a.657	Antonio Osorio		Colombia	1	artista
a.658	Antonio Peláez		México	1	artista
a.659	Antonio Rodríguez		México	1	artista
a.660	Antonio Samudio		Colombia	1	artista
a.661	Antonio Saura		España	1	artista
a.662	Antoni Tapies		España	1	artista
a.663	Anselmo Carrera Rojas		Perú	1	artista
a.664	Anna Letycia Quadros		Brasil	1	artista
a.665	Anna Bella Geiger		Brasil	1	artista
a.666	Aníbal Gil		Colombia	1	artista
a.667	Ángela María Restrepo		Colombia	1	artista
a.668	Ángel Loochkartt		Colombia	1	artista
a.669	Andy Warhol		Estados Unidos	1	artista
a.670	Ana Patricia Palacios		Colombia	1	artista
a.671	Ana María Mazzei		Venezuela	1	artista
a.672	Ana Durán		Colombia	1	artista
a.673	Ana Velasco	1973	Colombia	1	artista
a.674	Álvaro Herrán		Colombia	1	artista
a.675	Álvaro Peñarete		Colombia	1	artista
a.676	Alirio Palacios		Venezuela	1	artista
a.677	Alicia Barney	1952	Colombia	1	artista
a.678	Alfredo Liga Luppi		Argentina	0	artista
a.679	Alfredo Lleras Rojas		Colombia	1	artista
a.680	Alfredo Sinclair		Panamá	1	artista
a.681	Alfredo Zalce		México	1	artista
a.682	Alfonso Esparza		Colombia	1	artista
a.683	Alfonso Mateus Ortega		Colombia	1	artista
a.684	Alexander Calder		Estados Unidos	1	artista
a.685	Alberto Arboleda		Colombia	1	artista
a.686	Alberto Gironella		México	1	artista
a.687	Alberto Gutiérrez		Colombia	1	artista
a.688	Alberto Prieto		Colombia	1	artista
a.689	Alberto Rincón		Colombia	1	artista
a.690	Alberto Sierra		Colombia	1	artista
a.691	Alberto Sojo		Colombia	1	artista
a.692	Al Held		Estados Unidos	1	artista
a.693	Agustín Cárdenas		Cuba	1	artista
a.694	Anónimo De Tanzania		África	1	artista
a.695	Guzmán			1	artista
a.696	Lazid Thame,Francisco Icaza			1	artista
a.697	Onosato		Japón	1	artista
a.698	Tovar		Perú	1	artista
a.699	Zulema Damianovich			0	artista
a.700	Zheng Yunfeg			0	artista
a.701	Yves Tanguy			0	artista
a.702	Yolanda Mesa			0	artista
a.703	Yolanda Pineda			0	artista
a.704	Yesid Montaña			0	artista
a.705	Yanz Poli			0	artista
a.706	Ximena Medina			0	artista
a.707	Xavier Héctor			0	artista
a.708	Xanti Schawinsky			0	artista
a.709	Wynn Bullock			0	artista
a.710	Wulf Barsch			0	artista
a.711	Wolfang Oppermann			0	artista
a.712	Wiston Kennedy			0	artista
a.713	Wing Fong			0	artista
a.714	Wilson Díaz	1963	Colombia	0	artista
a.715	Willy Spiler			0	artista
a.716	William Baziotes			0	artista
a.717	William Scott			0	artista
a.718	William Turnbull			0	artista
a.719	Will Bradley			0	artista
a.720	Werner Bischof			0	artista
a.721	Werner Friedli			0	artista
a.722	Werner Haug			0	artista
a.723	Werner Herzog			0	artista
a.724	Werner Pfeiffer			0	artista
a.725	Werner Schreib			0	artista
a.726	Wendy Wilson			0	artista
a.727	Weisner			0	artista
a.728	Wayne Peterson			0	artista
a.729	Wanda Pimentel			0	artista
a.730	Walter Allner			0	artista
a.731	Walter Bachinski			0	artista
a.732	Walter Bosshard			0	artista
a.733	Walter Kohler			0	artista
a.734	Walter Laubli			0	artista
a.735	Walter Mittelholzer			0	artista
a.736	Walter Redinger			0	artista
a.737	Walter Tello			0	artista
a.738	Walter Valentini			0	artista
a.739	Waldo Balart			0	artista
a.740	Walderedo Goncalves			0	artista
a.741	Walass Ting			0	artista
a.742	Vita Giorgi			0	artista
a.743	Virgilio Trompiz			0	artista
a.744	Vinicio Horta			0	artista
a.745	Vin Giuliani			0	artista
a.746	Viktir Natali-Morosow			0	artista
a.747	Victoria Salamanca			0	artista
a.748	Víctor Chab			0	artista
a.749	Víctor Delhez			0	artista
a.750	Víctor Escalante			0	artista
a.751	Víctor Moscoso			0	artista
a.752	Víctor Robledo			0	artista
a.753	Víctor Sánchez			0	artista
a.754	Víctor Varela			0	artista
a.755	Vicente Martín			0	artista
a.756	Verónica Bancalari			0	artista
a.757	Vásquez Brito			0	artista
a.758	Van LeBus			0	artista
a.759	Valerio Rodrigues			0	artista
a.760	Valerie Brathwaite			0	artista
a.761	Valerie Maynard			0	artista
a.762	Uwe Lausen			0	artista
a.763	Utz Kampmann			0	artista
a.764	Ursula			0	artista
a.765	Ursula Heller			0	artista
a.766	Urs Luthi			0	artista
a.767	Urs Stoss			0	artista
a.768	Umberto Peña			0	artista
a.769	Ulysse Dutoit			0	artista
a.770	Uldarico Minotta			0	artista
a.771	Tutua Boshell			0	artista
a.772	Toni Krajnc			0	artista
a.773	Tonel			0	artista
a.774	Tomoko Miho			0	artista
a.775	Tomie Ohtake			0	artista
a.776	Tomás Parra			0	artista
a.777	Tomás Sánchez			0	artista
a.778	Tomas Lasasnsky			0	artista
a.779	Tomas Reyes			0	artista
a.780	Tom Berg			0	artista
a.781	Todd Ayoung			0	artista
a.782	Toa Castellanos			0	artista
a.783	Titus-Carmel			0	artista
a.784	Thophile Steinlen			0	artista
a.785	Thomaz Ianelli			0	artista
a.786	Thomas Coleman			0	artista
a.787	Thomas Cugini			0	artista
a.788	Thomas Gentille			0	artista
a.789	Thomas Lenk			0	artista
a.790	Thomas Mann			0	artista
a.791	Thomas Ruff			0	artista
a.792	Thomas Struth			0	artista
a.793	Thibaut Cuisset			0	artista
a.794	Thereza Miranda			0	artista
a.795	Theo Frey			0	artista
a.796	Teresa Arango			0	artista
a.797	Teresa Casanova			0	artista
a.798	Tere Perdomo			0	artista
a.799	Teodoro Maoz			0	artista
a.800	Tatiana Alamos			0	artista
a.801	Tang Desheng			0	artista
a.802	Tana Hoban			0	artista
a.803	Talita Long			0	artista
a.804	Takao Tanabe			0	artista
a.805	Symour Chwast			0	artista
a.806	Sydney Scherr			0	artista
a.807	Suzanne Hausammann			0	artista
a.808	Susan Kingsley			0	artista
a.809	Susan Tamulevich			0	artista
a.810	Susan Wilchins			0	artista
a.811	Susan Zimmerman			0	artista
a.812	Steven Cortright			0	artista
a.813	Steven Sorman			0	artista
a.814	Steve Poleskie			0	artista
a.815	Stephen Albair			0	artista
a.816	Stanley Hayter			0	artista
a.817	Stanley Lechtzin			0	artista
a.818	Soutie			0	artista
a.819	Sophie Larger			0	artista
a.820	Sonia Bohórquez			0	artista
a.821	Sonia Castro			0	artista
a.822	Sonia Sánchez			0	artista
a.823	Solange Oliveira			0	artista
a.824	Sol Lewitt			0	artista
a.825	Slobodan Nedeljkovic			0	artista
a.826	Sismo			0	artista
a.827	Sine Hansen			0	artista
a.828	Simone Meweg			0	artista
a.829	Silvia Londoño			0	artista
a.830	Silvia Malagrino			0	artista
a.831	Silvia Mallarino			0	artista
a.832	Silvia Patiño			0	artista
a.833	Silvia Rivas			0	artista
a.834	Silvia Salgado			0	artista
a.835	Sigmund Abeles			0	artista
a.836	Sigifredo Chacón			0	artista
a.837	Shiro Ikegawa			0	artista
a.838	Shiko Munakat			0	artista
a.839	Sherry Grauer			0	artista
a.840	Sheri Simons			0	artista
a.841	Servulo Esmeraldo			0	artista
a.842	Sergio Martínez			0	artista
a.843	Sergio Moreno			0	artista
a.844	Sergio Ruiz			0	artista
a.845	Sergio Trujillo			0	artista
a.846	Serge Tousignant			0	artista
a.847	Saverio Castellano			0	artista
a.848	Saúl Balagura			0	artista
a.849	Sara Modiano			0	artista
a.850	Santos Chávez			0	artista
a.851	Santiago Medina			0	artista
a.852	Santiago Spinosa			0	artista
a.853	Sandy Walker			0	artista
a.854	Sammy Benmayor			0	artista
a.855	Salvador Dalí			0	artista
a.856	Safet Zec			0	artista
a.857	Sabara Segal			0	artista
a.858	S. Crawford			0	artista
a.859	Ruven Afanador			0	artista
a.860	Ruth Nivola			0	artista
a.861	Rupprecht Geiger			0	artista
a.862	Rudy Pozzatti			0	artista
a.863	Rudolf Lichtsteiner			0	artista
a.864	Rousselot			0	artista
a.865	Rossini Perez			0	artista
a.866	Rossini Quintas			0	artista
a.867	Rosmarie Hausheer			0	artista
a.868	Rosita Carvajal			0	artista
a.869	Rosi Schwartzman			0	artista
a.870	Rosenell Baud			0	artista
a.871	Rosa Vélez			0	artista
a.872	Ronier Marín			0	artista
a.873	Ronan			0	artista
a.874	Ronald Lodes			0	artista
a.875	Ron Arad			0	artista
a.876	Ron Ho			0	artista
a.877	Rolf Harder			0	artista
a.878	Rolf Schroeter			0	artista
a.879	Rolf Winnewiser			0	artista
a.880	Rolando Dorrego			0	artista
a.881	Roland Schneider			0	artista
a.882	Rolado Peña			0	artista
a.883	Rogério Luz			0	artista
a.884	Roger Aguilar			0	artista
a.885	Roger Cook			0	artista
a.886	Roger Kuhn			0	artista
a.887	Rodrigo Andrade			0	artista
a.888	Rodrigo Callejas			0	artista
a.889	Rodrigo Castaño			0	artista
a.890	Rodrigo Fernández			0	artista
a.891	Rodrigo Salazar			0	artista
a.892	Rodolfo Ayoroa			0	artista
a.893	Rodolfo Opazo			0	artista
a.894	Rodolfo Ruiz			0	artista
a.895	Roddolfo Vélez			0	artista
a.896	Robin Quigley			0	artista
a.897	Roberto Aguilar			0	artista
a.898	Roberto Fabelo			0	artista
a.899	Roberto Juárez			0	artista
a.900	Roberto Paez			0	artista
a.901	Roberto Páramo			0	artista
a.902	Robert Adams			0	artista
a.903	Robert Blackburn			0	artista
a.904	Robert Brady			0	artista
a.905	Robert Breer			0	artista
a.906	Robert Edendort			0	artista
a.907	Robert Fichter			0	artista
a.908	Robert Frank			0	artista
a.909	Robert Friedman			0	artista
a.910	Robert Kushner			0	artista
a.911	Robert Miles			0	artista
a.912	Robert Osborn			0	artista
a.913	Robert Parker			0	artista
a.914	Robert Smithson			0	artista
a.915	Robert Stackhouse			0	artista
a.916	Robert Vickery			0	artista
a.917	Robert Zakanitch			0	artista
a.918	Rita Longa			0	artista
a.919	Richard Coble			0	artista
a.920	Richard Koslow			0	artista
a.921	Richard Mafong			0	artista
a.922	Richard Mill			0	artista
a.923	Richard Pottruff			0	artista
a.924	Richard Smith			0	artista
a.925	Richard Ziemann			0	artista
a.926	Richar Hutten			0	artista
a.927	Ricardo Arjona			0	artista
a.928	Ricardo Caballero			0	artista
a.929	Ricardo Migliorisi			0	artista
a.930	Ricardo Ohtake			0	artista
a.931	Renina Katz			0	artista
a.932	René Alis			0	artista
a.933	René Avila			0	artista
a.934	René Burri			0	artista
a.935	René Groebli			0	artista
a.936	René Machler			0	artista
a.937	René Magritte			0	artista
a.938	René Zäch			0	artista
a.939	Remo Bianchedi			0	artista
a.940	Régulo			0	artista
a.941	Reginald Holmes			0	artista
a.942	Reginald Pollack			0	artista
a.943	Regina Cavalcanti			0	artista
a.944	Regina Silveira			0	artista
a.945	Refel Moure			0	artista
a.946	Rebekah Laskin			0	artista
a.947	Rebecca Medel			0	artista
a.948	Raún Marroquín			0	artista
a.949	Raúl			0	artista
a.950	Raúl Alfaro			0	artista
a.951	Raúl Alonso			0	artista
a.952	Raúl Cristancho	1954	Colombiana	0	artista
a.953	Raúl Marroquín	1948	Colombia/Holanda	0	artista
a.954	Raúl Milián			0	artista
a.955	Raul Jenkins			0	artista
a.956	Raul Martínez			0	artista
a.957	Ramona Solberg			0	artista
a.958	Ramón Barba			0	artista
a.959	Ramón Giovanni			0	artista
a.960	Ramón Haiti			0	artista
a.961	Ramón Oviedo			0	artista
a.962	Ramiro Gómez			0	artista
a.963	Ramiro Jácome			0	artista
a.964	Ralph Eckerstrom			0	artista
a.965	Ralph Stanbridge			0	artista
a.966	Rainer Kuchenmeister			0	artista
a.967	Raimundo Orozco			0	artista
a.968	Raheel Bruns			0	artista
a.969	Rafalel Tufiño			0	artista
a.970	Rafael Bogarin			0	artista
a.971	Rafael Botero			0	artista
a.972	Rafael Paneca			0	artista
a.973	Rafael Penagos			0	artista
a.974	Rafael Zarza			0	artista
a.975	Radi Designers			0	artista
a.976	Plinio Carvajal			0	artista
a.977	Pilar Otálora			0	artista
a.978	Phillipe Leroy			0	artista
a.979	Phillip Fike			0	artista
a.980	Philipp Link			0	artista
a.981	Philipe Starck			0	artista
a.982	Philip Bragar			0	artista
a.983	Philip Guston			0	artista
a.984	Phil Harrison			0	artista
a.985	Peter Eggen			0	artista
a.986	Peter Haeberlin			0	artista
a.987	Peter Knapp			0	artista
a.988	Peter Lanyon			0	artista
a.989	Peter Mussfeldt			0	artista
a.990	Peter Petters			0	artista
a.991	Peter Schudel			0	artista
a.992	Peter Winderlich			0	artista
a.993	Pérez Celis			0	artista
a.994	Percy Martin			0	artista
a.995	Pep Carrió			0	artista
a.996	Pedro Friedeberg			0	artista
a.997	Pedro Gross			0	artista
a.998	Pedro Guimoye			0	artista
a.999	Pedro Miranda			0	artista
a.1000	Pedro Moreno			0	artista
a.1001	Pedro Ramos			0	artista
a.1002	Pedro Zapata			0	artista
a.1003	Paulina Michaels			0	artista
a.1004	Paul Levy			0	artista
a.1005	Paul Rand			0	artista
a.1006	Paul Senn			0	artista
a.1007	Paul Wunderlich			0	artista
a.1008	Patti Dougherty			0	artista
a.1009	Patrick Messina			0	artista
a.1010	Patrick Vilaire			0	artista
a.1011	Patricia Esguerra			0	artista
a.1012	Patricia Gómez			0	artista
a.1013	Patricia Israel			0	artista
a.1014	Patricia Uribe			0	artista
a.1015	Pat Fleisher			0	artista
a.1016	Pat Flynn			0	artista
a.1017	Pascal Dolémieux			0	artista
a.1018	PAS			0	artista
a.1019	Parant			0	artista
a.1020	Palito			0	artista
a.1021	Pakiko Ordóñez	1976	Colombiana	0	artista
a.1022	Pablo Adarme			0	artista
a.1023	Pablo Barriga			0	artista
a.1024	Pablo Gálvez			0	artista
a.1025	Pablo Labañino			0	artista
a.1026	Pablo Rocha			0	artista
a.1027	P.V.D.I.			0	artista
a.1028	Otto Neals			0	artista
a.1029	Otto Piene			0	artista
a.1030	Otto Rietmann			0	artista
a.1031	Otilia Hernández			0	artista
a.1032	Oswaldo López			0	artista
a.1033	Oswaldo Viteri			0	artista
a.1034	Oswaldo Vivas			0	artista
a.1035	Osvaldo García			0	artista
a.1036	Osvaldo Peña			0	artista
a.1037	Osmar Fonseca			0	artista
a.1038	Óscar Acosta			0	artista
a.1039	Ómar Carreno			0	artista
a.1040	Ómar Granados			0	artista
a.1041	Oliver Peyricot			0	artista
a.1042	Olga Blinder			0	artista
a.1043	Olga García			0	artista
a.1044	Olga Silva	1963	Colombiana	0	artista
a.1045	Ohilipp Giegel			0	artista
a.1046	Odorico Doglioni			0	artista
a.1047	Octavio Toral			0	artista
a.1048	Nuria Carulla			0	artista
a.1049	Nubia Cadavid			0	artista
a.1050	Norman McLaren			0	artista
a.1051	Norman Mejía			0	artista
a.1052	Norman Suescún			0	artista
a.1053	Norma Minkowitz			0	artista
a.1054	Nora Dobarro			0	artista
a.1055	Noé León			0	artista
a.1056	Nirma Zárate			0	artista
a.1057	Nicolás Svistoonoff			0	artista
a.1058	Nicolas Bouvier			0	artista
a.1059	Nicolas Monkewitz			0	artista
a.1060	Nicolas Sperakis			0	artista
a.1061	Nicholas Ghika			0	artista
a.1062	Nicholas Krushenick			0	artista
a.1063	Newton Cavalcanti			0	artista
a.1064	Nereo López			0	artista
a.1065	Nemesio Antúnez			0	artista
a.1066	Nelson Domínguez			0	artista
a.1067	Nelson Román			0	artista
a.1068	Nelson Stevens			0	artista
a.1069	Nelida Bruniard			0	artista
a.1070	Nelida López			0	artista
a.1071	Nefertiti			0	artista
a.1072	Nedo M.F.			0	artista
a.1073	Naúl Ojeda			0	artista
a.1074	Natasha Moreno			0	artista
a.1075	Natalia Restrepo			0	artista
a.1076	Natalia Rivera			0	artista
a.1077	Nadia Benatar			0	artista
a.1078	N.U.			0	artista
a.1079	Myra Landau			0	artista
a.1080	Multidiseño-Multidesign			0	artista
a.1081	Mosset			0	artista
a.1082	Morton Goldsholl			0	artista
a.1083	Morgan Clifford			0	artista
a.1084	Monique Jacot			0	artista
a.1085	Monina Gómez			0	artista
a.1086	Monika Lipken			0	artista
a.1087	Mónica Nador			0	artista
a.1088	Mónica Restrepo			0	artista
a.1089	Mona Mondineu			0	artista
a.1090	Moisés Barrios			0	artista
a.1091	Moisés Finalé			0	artista
a.1092	Mo Lebowitz			0	artista
a.1093	Miriam Chiaverini			0	artista
a.1094	Mireya Zawadzki			0	artista
a.1095	Mira Schendel			0	artista
a.1096	Milton Rodríguez			0	artista
a.1097	Milica Vuckovic			0	artista
a.1098	Mildred Burton			0	artista
a.1099	Milan Simic			0	artista
a.1100	Miky Bartelsman			0	artista
a.1101	Mike Nevelson			0	artista
a.1102	Miguel  Bresciano			0	artista
a.1103	Miguel García			0	artista
a.1104	Miguel Huertas			0	artista
a.1105	MIguel Melcon			0	artista
a.1106	Miguel Ocampo			0	artista
a.1107	Miguel Poling			0	artista
a.1108	Mietek Detyniecki			0	artista
a.1109	Michel Séméniako			0	artista
a.1110	Michael Hicks			0	artista
a.1111	Michael Kirk			0	artista
a.1112	Michael Knigin			0	artista
a.1113	Michael Leclair			0	artista
a.1114	Michael Mazur			0	artista
a.1115	Michael Morris			0	artista
a.1116	Michael Rothenstein			0	artista
a.1117	Michael Wolgensinger			0	artista
a.1118	Mi-Hyun Kim			0	artista
a.1119	MFS			0	artista
a.1120	Mestre Noza			0	artista
a.1121	Merlyn Evans			0	artista
a.1122	Mercedes Estévez			0	artista
a.1123	Mercedes Mosquera			0	artista
a.1124	Mercedes Parra			0	artista
a.1125	Melodie Beylik			0	artista
a.1126	Mel  Bochner			0	artista
a.1127	Máximo Flórez			0	artista
a.1128	Max Aruquipa			0	artista
a.1129	Max Beckmann			0	artista
a.1130	Max Ernest			0	artista
a.1131	Max Wyss			0	artista
a.1132	Maurio Gómez			0	artista
a.1133	Mauricio Aguilar			0	artista
a.1134	Mauricio Cruz			0	artista
a.1135	Mauricio Cuéllar			0	artista
a.1136	Mauricio Quintero			0	artista
a.1137	Matilde Marín			0	artista
a.1138	Matali Craset			0	artista
a.1139	Matako Kayama			0	artista
a.1140	Massau Nakakubo			0	artista
a.1141	Mary Scholten			0	artista
a.1142	Maruja Rolando			0	artista
a.1143	Martínez Howard			0	artista
a.1144	Martine Voyeux			0	artista
a.1145	Martín Chambi	1891	Peruana	0	artista
a.1146	Martin Disler			0	artista
a.1147	Martin Levine			0	artista
a.1148	Martin Prins			0	artista
a.1149	Marti Guixé			0	artista
a.1150	Martha Bertiz			0	artista
a.1151	Martha Glowacki			0	artista
a.1152	Martha Pires			0	artista
a.1153	Martha Posso	1967	Colombiana	0	artista
a.1154	Martha Torres			0	artista
a.1155	Martha Trubint			0	artista
a.1156	Marta Calderón			0	artista
a.1157	Marta Granados			0	artista
a.1158	Marta Lacorazza	1951	Colombia	0	artista
a.1159	Marta Minujín		Argentina	1	artista
a.1160	Marta Miranda			0	artista
a.1161	Marta Palau			0	artista
a.1162	Marta Ramirez			0	artista
a.1163	Marta Rodríguez			0	artista
a.1164	Marta Villegas			0	artista
a.1165	Marna Goldstein			0	artista
a.1166	Marlene Hoffmann			0	artista
a.1167	Marlene Hori			0	artista
a.1168	Markus Dulk			0	artista
a.1169	Markus Raetz			0	artista
a.1170	Marjorie Schick			0	artista
a.1171	Marjolaine Dutoit			0	artista
a.1172	Marite Zelt			0	artista
a.1173	Marisol Escobar			0	artista
a.1174	Mario Abreu			0	artista
a.1175	Mario Gallardo			0	artista
a.1176	Mauro Machado			0	artista
a.1177	Mario Opazo	1969	Chileno	0	artista
a.1178	Mario Rojas			0	artista
a.1179	Mario Roldán			0	artista
a.1180	Mario Sagradini			0	artista
a.1181	Mariluz Álvarez			0	artista
a.1182	Marília Rodrigues			0	artista
a.1183	Marien Marsicovetere			0	artista
a.1184	Marielle Muheim			0	artista
a.1185	Marie-Paule Négre			0	artista
a.1186	María Bonomi			0	artista
a.1187	María Finocchetti			0	artista
a.1188	María Menujin			0	artista
a.1189	María Rodríguez			0	artista
a.1190	María Shelley			0	artista
a.1191	Margot Fanjul			0	artista
a.1192	Margarita Becerra			0	artista
a.1193	Margarita Gutiérrez			0	artista
a.1194	Margarita Lozano			0	artista
a.1195	Margarita Paksa			0	artista
a.1196	Margarita Tamayo			0	artista
a.1197	Marcos Irrizarry			0	artista
a.1198	Marco Alvarado			0	artista
a.1199	Marco Bruzzone			0	artista
a.1200	Márcio Mattar			0	artista
a.1201	Marcial Benavides			0	artista
a.1202	Marcia Schvartz			0	artista
a.1203	Marchel Broodthaers			0	artista
a.1204	Marcelo Grassmman			0	artista
a.1205	Marcel Floris			0	artista
a.1206	Marc Chagall			0	artista
a.1207	Marc Melki			0	artista
a.1208	Marc Newson			0	artista
a.1209	Manuel Baumann			0	artista
a.1210	Manuel Boix			0	artista
a.1211	Manuel Casellanos			0	artista
a.1212	Manuel Lago			0	artista
a.1213	Manuel Marín			0	artista
a.1214	Manuel Mendive			0	artista
a.1215	Manuel Mérida			0	artista
a.1216	Manuel Mompo			0	artista
a.1217	Manuel Mora			0	artista
a.1218	Manuel Valdés			0	artista
a.1219	Manfred Bingler			0	artista
a.1220	Manasés Rodríguez			0	artista
a.1221	Magdalena Beccarini			0	artista
a.1222	Magdalena Bravo			0	artista
a.1223	Lynda Kahn			0	artista
a.1224	Luz Chessex			0	artista
a.1225	Luitgardo Broce			0	artista
a.1226	Luisa Ungar			0	artista
a.1227	Luis Almeida			0	artista
a.1228	Luis Aragón			0	artista
a.1229	Luis Benedit			0	artista
a.1230	Luis Cabrera			0	artista
a.1231	Luis Cossio			0	artista
a.1232	Luis Fonseca			0	artista
a.1233	Luis Gordillo			0	artista
a.1234	Luis Guevara			0	artista
a.1235	Luis Hernández			0	artista
a.1236	Luis Jaso			0	artista
a.1237	Luis Monje			0	artista
a.1238	Luis Ospina			0	artista
a.1239	Luis Rincón			0	artista
a.1240	Luis Wells			0	artista
a.1241	Luigi Sandri			0	artista
a.1242	Ludwig Hohlwein			0	artista
a.1243	Ludwing Wilding			0	artista
a.1244	Lucio Muñoz			0	artista
a.1245	Luciano Castelli			0	artista
a.1246	Lucía Hincapié			0	artista
a.1247	Lucía Waiser			0	artista
a.1248	Lucas Samaras			0	artista
a.1249	Luca Bonetti			0	artista
a.1250	Luc Béland			0	artista
a.1251	Luc Peire			0	artista
a.1252	Lowell Nesbitt			0	artista
a.1253	Lourdes Morales			0	artista
a.1254	Louisa Chase			0	artista
a.1255	Louis Danziger			0	artista
a.1256	Louis Nevelson			0	artista
a.1257	Louis Richter			0	artista
a.1258	Lou Dorfsman			0	artista
a.1259	Lou Stovall			0	artista
a.1260	Lotty Rosenfeld			0	artista
a.1261	Lothar Quinte			0	artista
a.1262	Lorenzo Castro			0	artista
a.1263	Lojze Logar			0	artista
a.1264	Loise Nevelsol			0	artista
a.1265	Lloyd McNeill			0	artista
a.1266	Livio Abramo			0	artista
a.1267	Lis Kocher			0	artista
a.1268	Linda McNeil			0	artista
a.1269	Lina Espinoza			0	artista
a.1270	Lin Jinghua			0	artista
a.1271	Lily Salvo			0	artista
a.1272	Lillian Elliott			0	artista
a.1273	Liliane Dardot			0	artista
a.1274	Liliana González			0	artista
a.1275	Liliana Reyes			0	artista
a.1276	Liliana Villegas	1967	Colombiana	0	artista
a.1277	Lilia Carrillo			0	artista
a.1278	Lidya Azout			0	artista
a.1279	Libia Posada	1959	Colombiana	0	artista
a.1280	Lia Cook			0	artista
a.1281	Lia Kaufman			0	artista
a.1282	Levier			0	artista
a.1283	Leslie Correl			0	artista
a.1284	Les Levine			0	artista
a.1285	Leopoldo Méndez			0	artista
a.1286	Leopoldo Richter			0	artista
a.1287	Leonel Galeano	1971	Colombiana	0	artista
a.1288	Leoncio Villanueva			0	artista
a.1289	Leonardo Bezzola			0	artista
a.1290	Leonard Lehrer			0	artista
a.1291	León Múnera			0	artista
a.1292	León Tenenbaum			0	artista
