id_nodo	nombre_nodo	ano_apa	subclass	attr	class_nodo
a.2026	Billy Escobar			0	artista
a.2027	Bill Harris			0	artista
a.2028	Bignia Corradini			0	artista
a.2029	Bhakti Ziek			0	artista
a.2030	Betty Goodwin			0	artista
a.2031	Bertrand			0	artista
a.2032	Bernhard Moosbrugger			0	artista
a.2033	Bernd Becher			0	artista
a.2034	Bernd Volkle			0	artista
a.2035	Bernardo Krasnianski			0	artista
a.2036	Bernardo Ortiz			0	artista
a.2037	Bernard Dreyfus			0	artista
a.2038	Bernard Meadows			0	artista
a.2039	Bernard Schultze			0	artista
a.2040	Bernanrdo Salcedo			0	artista
a.2041	Bernal Ponce			0	artista
a.2042	Bernado Salcedo			0	artista
a.2043	Benjamín Farbiarz			0	artista
a.2044	Benjamín Villegas			0	artista
a.2045	Benito Rojo			0	artista
a.2046	Benhur Sánchez			0	artista
a.2047	Ben			0	artista
a.2048	Ben Sakoguchi			0	artista
a.2049	Ben Shahn			0	artista
a.2050	Beltrán Obregón	1964	Española	0	artista
a.2051	Belle Kuhn			0	artista
a.2052	Beggardtaff Brothers			0	artista
a.2053	Beatriz Echeverry			0	artista
a.2054	Beatriz Grau	1965	Venezolana	0	artista
a.2055	Beatriz Jaramillo			0	artista
a.2056	Beatriz Montana			0	artista
a.2057	Beatriz Torres			0	artista
a.2058	Bass Pression			0	artista
a.2059	Barbara Hepworth			0	artista
a.2060	Barbara Jones			0	artista
a.2061	Balthasar Burkhard			0	artista
a.2062	B.P.			0	artista
a.2063	Axel Knopp			0	artista
a.2064	Aurora Brown			0	artista
a.2065	Astrid Campo	1962	Colombiana	0	artista
a.2066	Asdrúbal Medina			0	artista
a.2067	Arturo Aguilar			0	artista
a.2068	Art Kane			0	artista
a.2069	Art Rongger			0	artista
a.2070	Arquiestudio			0	artista
a.2071	Arnold Belkin			0	artista
a.2072	Arnold Leissler			0	artista
a.2073	Arnold Saks			0	artista
a.2074	Arnal Ballester			0	artista
a.2075	Armleder			0	artista
a.2076	Armando Montoya			0	artista
a.2077	Armando Morales			0	artista
a.2078	Armando Rearte			0	artista
a.2079	Armando Rosales			0	artista
a.2080	Armando Villegas			0	artista
a.2081	Arline Fisch			0	artista
a.2082	Aristides Coen			0	artista
a.2083	Aristides Mateos			0	artista
a.2084	Argemiro Vélez			0	artista
a.2085	Arbey Arce			0	artista
a.2086	Antonio Amaral			0	artista
a.2087	Antonio Lazo			0	artista
a.2088	Antonio Pérez			0	artista
a.2089	Antonio Ramírez			0	artista
a.2090	Antonio Varela			0	artista
a.2091	Antonieta Zacarelli			0	artista
a.2092	Anton Bruhin			0	artista
a.2093	Annemarie Meier			0	artista
a.2094	Annelies Feige			0	artista
a.2095	Ann Wilson			0	artista
a.2096	Anita Durán			0	artista
a.2097	Aníbal Villacís			0	artista
a.2098	Angélica Caporaso			0	artista
a.2099	Ángela Echeverri			0	artista
a.2100	Ángel Becassino			0	artista
a.2101	Ángel Reyes			0	artista
a.2102	Andrew Garn			0	artista
a.2103	Andrés Fresneda			0	artista
a.2104	Andrés Villa			0	artista
a.2105	Andréas Aas			0	artista
a.2106	Andreas Wolfensberger			0	artista
a.2107	Andrea Gursky			0	artista
a.2108	Andrea Valencia	1973	Colombiana	0	artista
a.2109	Andre Derain			0	artista
a.2110	Ana Eckell			0	artista
a.2111	Amy Davison			0	artista
a.2112	Amparo Restrepo			0	artista
a.2113	Américo Castilla			0	artista
a.2114	Amelia Cajigas			0	artista
a.2115	Amelia Peláez			0	artista
a.2116	Álvaron Sierra			0	artista
a.2117	Álvaro Carmenes			0	artista
a.2118	Álvaro Díaz			0	artista
a.2119	Álvaro Gómez Campuzano			0	artista
a.2120	Álvaro Henao			0	artista
a.2121	Álvaro Herazo			0	artista
a.2122	Álvaro Medina			0	artista
a.2123	Álvaro Ricardo Herrera	1974	Colombiana	0	artista
a.2124	Álvaro Sánchez			0	artista
a.2125	Álvaro Sotillo			0	artista
a.2126	Alselmo Carrera Rojas			0	artista
a.2127	Alredo Sosabravo			0	artista
a.2128	Alphons-María Mucha			0	artista
a.2129	Aloysio Magalhaes			0	artista
a.2130	Alonso Ocampo			0	artista
a.2131	Alonso Quijano			0	artista
a.2132	Aloísio Magalhaes			0	artista
a.2133	Alo Zanetta			0	artista
a.2134	Alnfonso Quijano			0	artista
a.2135	Allin Braund			0	artista
a.2136	Allan Edmunds			0	artista
a.2137	Alirio Rodríguez			0	artista
a.2138	Alipio Jaramillo			0	artista
a.2139	Alicia Carletti			0	artista
a.2140	Alicia Tafur			0	artista
a.2141	Alicia Vega			0	artista
a.2142	Alice H. Klein			0	artista
a.2143	Alfredo da Silva			0	artista
a.2144	Alfredo de Vicenzo			0	artista
a.2145	Alfredo Gamonal			0	artista
a.2146	Alfredo González Rostgaard			0	artista
a.2147	Alfredo Izquierdo			0	artista
a.2148	Alfredo López			0	artista
a.2149	Alfredo Núñez Booth			0	artista
a.2150	Alfredo Prior			0	artista
a.2151	Alfredo Sosabravo			0	artista
a.2152	Alfredo Vélez			0	artista
a.2153	Alfred Otto Wolfgang Schulze			0	artista
a.2154	Alfonso Álvarez			0	artista
a.2155	Alfonso Fraile			0	artista
a.2156	Alfonso Suárez			0	artista
a.2157	Alfonso Vinasco			0	artista
a.2158	Alexis Tricoire			0	artista
a.2159	Alexandre Wollner			0	artista
a.2160	Alexandra Rodríguez			0	artista
a.2161	Alexander Wollner			0	artista
a.2162	Alex Hutte			0	artista
a.2163	Alex Janvier			0	artista
a.2164	Alex Silber			0	artista
a.2165	Alekos			0	artista
a.2166	Alejandro Ardila			0	artista
a.2167	Alejandro Colunga			0	artista
a.2168	Alejandro Gutiérrez			0	artista
a.2169	Alejandro Hernández			0	artista
a.2170	Alejandro Miranda			0	artista
a.2171	Alejandro Nieto			0	artista
a.2172	Alejandro Puente			0	artista
a.2173	Aldo Soler			0	artista
a.2174	Albino Fernández			0	artista
a.2175	Alberto Baraya	1968	Colombiana	0	artista
a.2176	Alberto Betancourt			0	artista
a.2177	Alberto Cedrón			0	artista
a.2178	Alberto Gómez Cabal			0	artista
a.2179	Alberto Iriarte			0	artista
a.2180	Alberto Saldarriaga			0	artista
a.2181	Alberto Sierra Maya			0	artista
a.2182	Alberto Soto			0	artista
a.2183	Alberto Uribe			0	artista
a.2184	Albert Rafols Casamada			0	artista
a.2185	Alberola			0	artista
a.2186	Albeiro Sarria	1966	Colombiana	0	artista
a.2187	Alba Silva			0	artista
a.2188	Alan Burton Thompson			0	artista
a.2189	Alain Jacquet			0	artista
a.2190	Aída Caraballo			0	artista
a.2191	Agusto Rivera			0	artista
a.2192	Agustín Alamán			0	artista
a.2193	Agustín Drake			0	artista
a.2194	Aguedo Alonso			0	artista
a.2195	Agnes Denes			0	artista
a.2196	Agim Salihu			0	artista
a.2197	Adrien Gardere			0	artista
a.2198	Adriana Verejao			0	artista
a.2199	Adolfo Cifuentes			0	artista
a.2200	Adolf Huppi			0	artista
a.2201	Adigio Benítez			0	artista
a.2202	Adam Jorg			0	artista
a.2203	Adalberto Jiménez			0	artista
a.2204	Ada Balcacer			0	artista
a.2205	Abraham Palatnik			0	artista
a.2206	Abraham Rattner			0	artista
a.2207	Abraam James			0	artista
a.2208	Abdu Eljaiek			0	artista
a.2209	A. M. Cassandre			0	artista
a.2210	A33			0	artista
a.2211	Ana Bella Geiger			0	artista
a.2212	Ana Claudia Múnera	1966	Colombiana	0	artista
a.2213	Ana de Durán			0	artista
a.2214	Ana de Gamboa			0	artista
a.2215	Ana Letycia Quadros			0	artista
a.2216	Ana María Bonilla			0	artista
a.2217	Ana María Gantes			0	artista
a.2218	Ana María Millán			0	artista
a.2219	Ana María Moncalvo			0	artista
a.2220	Ana María Velasco			0	artista
a.2221	Andrée Van Nuys			0	artista
a.2222	Andrés de Santa María			0	artista
a.2223	Ángela María Bena			0	artista
a.2224	Ángelino Osvaldo Lauvivi			0	artista
a.2225	Anita de Uribe			0	artista
a.2226	Anka Buric-Djurdjeva			0	artista
a.2227	Anna María Maiolino			0	artista
a.2228	Anna Nella Greiger			0	artista
a.2229	Antonio Enrique Amaral			0	artista
a.2230	Antonio Ponce García			0	artista
a.2231	Antonio Torres Martino			0	artista
a.2232	Arlindo Daibert Amaral			0	artista
a.2233	Auguste de Jongh			0	artista
a.2234	Barry Ian Laughlin			0	artista
a.2235	Betty Len Lau			0	artista
a.2236	Billy Al Bengstons			0	artista
a.2237	Boris Marlon Galvis			0	artista
a.2238	Boris Zaplatil			0	artista
a.2239	Carlos Alberto Caicedo			0	artista
a.2240	Carlos Alberto González			0	artista
a.2241	Carlos Alberto Peters			0	artista
a.2242	Carlos Andrés Cruz			0	artista
a.2243	Carlos Cruz Boix			0	artista
a.2244	Carlos Eduardo Santa			0	artista
a.2245	Carlos Enrique Hoyos			0	artista
a.2246	Carlos Evandro Jardim			0	artista
a.2247	Carlos Fernando Gómez			0	artista
a.2248	Carlos Fernando Quintero	1968	Colombiana	0	artista
a.2249	Carlos José Alfonzo			0	artista
a.2250	Carmen Hoyos Gomez			0	artista
a.2251	Carol Shannon Hsu			0	artista
a.2252	Caroline M Byard			0	artista
a.2253	Charmion Von Weigand			0	artista
a.2254	Chasper Otto Melcher			0	artista
a.2255	Chen Chi Kwan			0	artista
a.2256	Christian de Portzamparc			0	artista
a.2257	Clara Ines Palau			0	artista
a.2258	Claudia Patricia Sarria			0	artista
a.2259	Daniel Romero Lozano			0	artista
a.2260	Danilo Di Pietri			0	artista
a.2261	Delia del Carril			0	artista
a.2262	Diana Galindo Giraldo			0	artista
a.2263	Diana Marcela Camelo			0	artista
a.2264	Diego Fernando Morales			0	artista
a.2265	Dino Di Rosa			0	artista
a.2266	Domingo Moreno Otero			0	artista
a.2267	E. McKhight Kauffer			0	artista
a.2268	Edouard de Jongh			0	artista
a.2269	Eduardo Martínez Bachs			0	artista
a.2270	Eduardo Muñoz Bachs			0	artista
a.2271	Edward de Large			0	artista
a.2272	Roberto Rosario			0	artista
a.2273	Elda Di Malio			0	artista
a.2274	Elisa Elvira Zuloaga			0	artista
a.2275	Enrique Pérez Triana			0	artista
a.2276	Ernest Ludwing Kirchner			0	artista
a.2277	Ernesto García Peña			0	artista
a.2278	Ernesto González Puig			0	artista
a.2279	Erwin Guillermo de León			0	artista
a.2280	Fabio Antonio Ramírez			0	artista
a.2281	Fernando Martínez Orozco			0	artista
a.2282	Fernando Martínez Sanabria			0	artista
a.2283	Florencia de Amesti			0	artista
a.2284	Francis de Jongh			0	artista
a.2285	Francisco Antonio Cano			0	artista
a.2286	Francisco Antonio Roda Zea			0	artista
a.2287	Francisco de Goya			0	artista
a.2288	Francisco J. Gámez			0	artista
a.2289	Francisco Javier Smythe			0	artista
a.2290	Gabriel Fernández Ledesma			0	artista
a.2291	Gabriel Suárez Bayona			0	artista
a.2292	Gabrio Tosti Di Valminuta			0	artista
a.2293	Georg Karl Pfahier			0	artista
a.2294	Gerardo González Álvarez			0	artista
a.2295	Giorgio de Chirico			0	artista
a.2296	Giovanna De Sanctis			0	artista
a.2297	Gloria Cecilia Matallana			0	artista
a.2298	Gloria de Arellano			0	artista
a.2299	Gloria Estela Arriaga			0	artista
a.2300	Gloria Isabel Arango			0	artista
a.2301	González Ruiz & Asoc.			0	artista
a.2302	Graciela Samper de Bermúdez			0	artista
a.2303	Gregorio Vásquez de Arce			0	artista
a.2304	Guillermo Pérez Villalta			0	artista
a.2305	Gustavo Adolfo González			0	artista
a.2306	Gustavo Gómez Casallas			0	artista
a.2307	Gustavo López Armentía			0	artista
a.2308	Héctor Contte Pau			0	artista
a.2309	Héctor Fabio Oviedo			0	artista
a.2310	Héctor Martínez Cala			0	artista
a.2311	Heloisa María Pini			0	artista
a.2312	Henrique Leo Fuhro			0	artista
a.2313	Henry Saúl Gil			0	artista
a.2314	Hermana Mary Corita			0	artista
a.2315	Hernán Darío Correa			0	artista
a.2316	Hernán Darío Santos			0	artista
a.2317	Hiroko Stato Pijanowski			0	artista
a.2318	Hosrt Egon Kalinowski			0	artista
a.2319	Hugo Andrade Londoño			0	artista
a.2320	Hugo de Marziani			0	artista
a.2321	Isabel Cuervo Casabianca			0	artista
a.2322	Iván Darío Roldán			0	artista
a.2323	J. Wolfgang Beck			0	artista
a.2324	Jaime López Correa			0	artista
a.2325	James E. Newton			0	artista
a.2326	Jan Van Leeuwen			0	artista
a.2327	Jaune Quick-To-See Smith			0	artista
a.2328	Javier de María Campos			0	artista
a.2329	Javier Iván Barrios			0	artista
a.2330	Jean Rene Jerome			0	artista
a.2331	Jesus María Espinoza			0	artista
a.2332	Jesús Ruiz Durán			0	artista
a.2333	Joan Fraerman Binkley			0	artista
a.2334	Joan Hernández Pijuán			0	artista
a.2335	Joao Camara Filho			0	artista
a.2336	Joao de Barros			0	artista
a.2337	Joao Roberto Nascimento			0	artista
a.2338	Johann Baptiste Isenring			0	artista
a.2339	John Edward González	1969	Colombiana	0	artista
a.2340	John Freddy Cardona	1975	Colombiana	0	artista
a.2341	John Michael Armleder			0	artista
a.2342	John Thomas Biggers			0	artista
a.2343	Joke Van Ommen			0	artista
a.2344	Jorge Elías Triana			0	artista
a.2345	Jorge Enrique Madriñán			0	artista
a.2346	Jorge Luis de la Vega			0	artista
a.2347	Jorge Mario Gómez			0	artista
a.2348	Jorge Mario Múnera			0	artista
a.2349	José Alejandro Restrepo			0	artista
a.2350	José Antonio Díaz			0	artista
a.2351	José Antonio Franco			0	artista
a.2352	José Antonio Quinteros			0	artista
a.2353	José Antonio Torres			0	artista
a.2354	José Clemente Rodríguez			0	artista
a.2355	José Contino			0	artista
a.2356	José de Rokha			0	artista
a.2357	José Domingo Rodríguez			0	artista
a.2358	José Fernando García			0	artista
a.2359	José Gómez Fresquet			0	artista
a.2360	José Luis de Figueroa			0	artista
a.2361	José Luis Posada			0	artista
a.2362	José Luis Rochet			0	artista
a.2363	José Luis Vicent			0	artista
a.2364	José Luis Yturralde			0	artista
a.2365	José Manuel Groot			0	artista
a.2366	José María Vidal			0	artista
a.2367	José Monjales Soler			0	artista
a.2368	José Nazario Clároz			0	artista
a.2369	José Orlando Salgado			0	artista
a.2370	José R. Alicea			0	artista
a.2371	Joseph Ross Jr.			0	artista
a.2372	Juan Alberto Bordalejo			0	artista
a.2373	Juan Andrés Posada			0	artista
a.2374	Juan Blanco López			0	artista
a.2375	Juan Carlos Cuadros			0	artista
a.2376	Juan Carlos Franco			0	artista
a.2377	Juan Carlos Gómez			0	artista
a.2378	Juan Carlos Rodríguez			0	artista
a.2379	Juan Cristóbal Aguilar			0	artista
a.2380	Juan David Giraldo			0	artista
a.2381	Juan David Medina	1975	Colombiana	0	artista
a.2382	Juan Fernando Ordóñez			0	artista
a.2383	Juan Gómez Quiroz			0	artista
a.2384	Juan Manuel Caneja			0	artista
a.2385	Juan Manuel Colombia			0	artista
a.2386	Juan Manuel Salcedo			0	artista
a.2387	Juan Miguel Figueroa			0	artista
a.2388	Juan Pablo Fajardo			0	artista
a.2389	Juan Pablo Renzi			0	artista
a.2390	Juan Ramón Giraldo			0	artista
a.2391	Juan Ramón Velásquez			0	artista
a.2392	Juan Vázquez Martin			0	artista
a.2393	Julia de Quintero			0	artista
a.2394	Julián Eduardo Posada			0	artista
a.2395	Julio Abel Sánchez			0	artista
a.2396	Julio Micheli Lebrón			0	artista
a.2397	Keith Alan Lewis			0	artista
a.2398	Klaus Peter Brehmer			0	artista
a.2399	Lambert María Wintersberger			0	artista
a.2400	Lee N. Smith III			0	artista
a.2401	Lino Eneas Spilinbergo			0	artista
a.2402	Luis Alberto Acuña			0	artista
a.2403	Luis Eduardo Garzón Flórez			0	artista
a.2404	Luis Eduardo Mondragón			0	artista
a.2405	Luis Eduardo Ricaurte			0	artista
a.2406	Luis F. Benedit			0	artista
a.2407	Luis F. Noé			0	artista
a.2408	Luis Fernando García			0	artista
a.2409	Luis Fernando Mejía			0	artista
a.2410	Luis Fernando Puerta			0	artista
a.2411	Luis Fernando Rodríguez			0	artista
a.2412	Luis Fernando Sepúlveda			0	artista
a.2413	Luis Fernando Uribe			0	artista
a.2414	Luis Fernando Valencia			0	artista
a.2415	Luis J. Gutiérrez			0	artista
a.2416	Luis Miguel Valdés			0	artista
a.2417	Luis Núñez Borda			0	artista
a.2418	Luiz Aquila da Rocha			0	artista
a.2419	Luz Ángela Echeverri			0	artista
a.2420	Lydia Mabel Rubli			0	artista
a.2421	Maia Lúcia Luz			0	artista
a.2422	Manuel Cardona Bolaños			0	artista
a.2423	Manuel de los Ríos			0	artista
a.2424	Manuel Guillermo Cantor			0	artista
a.2425	Manuel López Oliva			0	artista
a.2426	Manuel Mora Molina			0	artista
a.2427	Marc David Levine			0	artista
a.2428	Márcia Barrozo do Amaral			0	artista
a.2429	Margarita Lozano Ortiz			0	artista
a.2430	María Ángela Guzman			0	artista
a.2431	María Angélica Mejía			0	artista
a.2432	María Cristina Aragón			0	artista
a.2433	María Cristina Franco			0	artista
a.2434	María Cristina Gómez			0	artista
a.2435	María Cristina Hernández			0	artista
a.2436	María Cristina Rodríguez			0	artista
a.2437	María Cristina Silva			0	artista
a.2438	María del Carmen Espinoza	1971	Colombiana	0	artista
a.2439	María del Pilar Rodríguez			0	artista
a.2440	María do Carmo Secco			0	artista
a.2441	María Dolores Garcés			0	artista
a.2442	María Elena Bernal			0	artista
a.2443	María Elena Molinari			0	artista
a.2444	María Eugenia Duque			0	artista
a.2445	María Eugenia Somoza			0	artista
a.2446	María Fernanda Cardoso			0	artista
a.2447	María Gabriela Borrero			0	artista
a.2448	María Isabel Rueda	1972	Colombiana	0	artista
a.2449	María Luisa Andino			0	artista
a.2450	María Luisa Pacheco			0	artista
a.2451	María Mercedes Ángel			0	artista
a.2452	María Teresa Cano	1960	Colombiana	0	artista
a.2453	María Teresa de Patiño			0	artista
a.2454	María Teresa Pardo			0	artista
a.2455	María Tomaselli Cirne			0	artista
a.2456	María Tomaselli Cirne Lima			0	artista
a.2457	María Victoria Durán			0	artista
a.2458	María Vitoria Porras			0	artista
a.2459	Maríana de Prieto			0	artista
a.2460	Maríanne Eigenheer			0	artista
a.2461	Marie Jose Gardere			0	artista
a.2462	Marino Santa María			0	artista
a.2463	Marry Lee Hu			0	artista
a.2464	Martha Elena Vélez			0	artista
a.2465	Maruja de Rengifo			0	artista
a.2466	Mary Ann Jordan			0	artista
a.2467	Mary Ann Scherr			0	artista
a.2468	Mary Anne Vaughan			0	artista
a.2469	Max Eugen Mathys			0	artista
a.2470	Mercedes Amelia Escobar			0	artista
a.2471	Michel Vandame Blond			0	artista
a.2472	Miguel Ángel Espinoza			0	artista
a.2473	Miguel Antonio Castillo			0	artista
a.2474	Miguel Ángel Cardenas	1934	Colombia/Holanda	0	artista
a.2475	Miguel Torres Méndez			0	artista
a.2476	Modesto Braulio Flórez			0	artista
a.2477	Mohan B. Samant			0	artista
a.2478	Monica de Rhodes			0	artista
a.2479	Noemí de Greiff			0	artista
a.2480	Norman La Liberte			0	artista
a.2481	Olga de Amaral	1936	Colombiana	0	artista
a.2482	Olga Lucia Garcia	1964	Colombiana	0	artista
a.2483	Óscar Andrés Becerra			0	artista
a.2484	Óscar Dante Larroca			0	artista
a.2485	Pat Martin Bates			0	artista
a.2486	Patricia Ángel de Greiff			0	artista
a.2487	Patricio Reig Isaacs			0	artista
a.2488	Paulo Guilherme Paes			0	artista
a.2489	Paulo Roberto Leal			0	artista
a.2490	Paulo Tibirica de Andrade			0	artista
a.2491	Pedro Millar Mardones			0	artista
a.2492	Peter W. Milton			0	artista
a.2493	Piry de Patiño			0	artista
a.2494	Pucci de Rossi			0	artista
a.2495	Quesniaux			0	artista
a.2496	Rafael Rivera Rosa			0	artista
a.2497	Raúl Santos Serpa			0	artista
a.2498	Raúl Sotelo Sotomayor			0	artista
a.2499	René Azcuy Cárdenas			0	artista
a.2500	René de la Nuez			0	artista
a.2501	René Valdes Cedeño			0	artista
a.2502	Ricardo Raúl Ceville			0	artista
a.2503	Richard P. Lohse			0	artista
a.2504	Robert Lee Morris			0	artista
a.2505	Robert Wayne Eastcott			0	artista
a.2506	Rodrigo Valencia Quijano			0	artista
a.2507	Rogelio López Marín			0	artista
a.2508	Rogelio Rodríguez Cobas			0	artista
a.2509	Roger von Gunten			0	artista
a.2510	Rolando López de Uribe			0	artista
a.2511	Rómulo Polo Flórez			0	artista
a.2512	Rosa de Viterbo			0	artista
a.2513	Roy De Forest			0	artista
a.2514	Rubem Campos Grillo			0	artista
a.2515	Rusell K. Leong			0	artista
a.2516	Sandra de González			0	artista
a.2517	Sandra Parmer Zilker			0	artista
a.2518	Sarah Valerie Gersovitz			0	artista
a.2519	Sebastían Antonio Matta			0	artista
a.2520	Sergio de Campos Mello			0	artista
a.2521	Sergio González Tornero			0	artista
a.2522	Sergio Trujillo Dávila			0	artista
a.2523	Sergio Trujillo Jaramillo			0	artista
a.2524	Sergio Trujillo Magnenat			0	artista
a.2525	Setephan Charles Allendort			0	artista
a.2526	Sheilla de Breteville			0	artista
a.2527	Sherry De Leon			0	artista
a.2528	Sonia de Zúñiga			0	artista
a.2529	Stella Bernal de Parra			0	artista
a.2530	Stephanie E. Pogue			0	artista
a.2531	Susan Webster Lowry			0	artista
a.2532	Teófilo do Espiritu Santo			0	artista
a.2533	Tsai Wen Yin			0	artista
a.2534	Urs Joaquín Schmid			0	artista
a.2535	Uzuelle de Morais			0	artista
a.2536	Vera Chaves Barcellos			0	artista
a.2537	W. Lee Savage			0	artista
a.2538	Walter de María			0	artista
a.2539	Washigton Eduardo Iza			0	artista
a.2540	William John Laing			0	artista
a.2541	Zaida del Río			0	artista
a.2542	Zipacná de León			0	artista
a.2543	Francisco Icaza			0	artista
a.2549	Luis Eduardo Tobón			0	artista
a.2550	María Sol Barón			0	artista
a.2551	Camilo Ordóñez Robayo			0	artista
a.2552	3 Libras			0	artista
a.2553	Alex Rodríguez			0	artista
a.2554	Abraham Games			0	artista
a.2555	Aceneiba Sanches			0	artista
a.2556	Adalberto  Ceballos			0	artista
a.2557	Adele Röder			0	artista
a.2558	Adolfo Riestra			0	artista
a.2559	Adrián Gaitán			0	artista
a.2560	Adriana Martínez			0	artista
a.2561	Adriana Pérez			0	artista
a.2562	Adriana Salazar			0	artista
a.2563	Adriano Moreno			0	artista
a.2564	Adrien Gardère			0	artista
a.2565	Alberto Cogno			0	artista
a.2566	Alberto De Michele			0	artista
a.2567	Alberto Lezaca			0	artista
a.2568	Alejandra Gutiérrez			0	artista
a.2569	Alejandra Rincón			0	artista
a.2570	Alejandro Mancera			0	artista
a.2571	Alejandro Vasquez			0	artista
a.2572	Alfonso Castillo			0	artista
a.2573	Alfonso Mateus			0	artista
a.2574	Allen Jones			0	artista
a.2575	Almeida Gilberto			0	artista
a.2576	Almir Mavignier			0	artista
a.2577	Alvaro Hurtado			0	artista
a.2578	Alvaro Vanegas			0	artista
a.2579	Ámbar Aboharb			0	artista
a.2580	Amy Franceschini			0	artista
a.2581	Ana María Villate			0	artista
a.2582	Ana Salas			0	artista
a.2583	Andrade C. V.			0	artista
a.2584	André Parente			0	artista
a.2585	Andrea Acosta			0	artista
a.2586	Andrea Echeverri			0	artista
a.2587	Andrea Rey			0	artista
a.2588	Andrea Said Camargo			0	artista
a.2589	Andreas Dress			0	artista
a.2590	Andrés Felipe Uribe			0	artista
a.2591	Ángel Beccassino			0	artista
a.2592	Ángel Ricardo			0	artista
a.2593	Angela Baena			0	artista
a.2594	Ángela María Ramirez			0	artista
a.2595	Angeles Fabri			0	artista
a.2596	Angélica Castro			0	artista
a.2597	Angélica María Ramírez			0	artista
a.2598	Anna María Botero			0	artista
a.2599	Annette Kelm			0	artista
a.2600	Anónimo.			0	artista
a.2601	Antje Majewski			0	artista
a.2602	Antonio Roda			0	artista
a.2603	Antonio Saggese			0	artista
a.2604	Antonio Ungar			0	artista
a.2605	Antonio Yemail			0	artista
a.2606	Arley Fernando Fernández Ortiz			0	artista
a.2607	Armin Hoffmann			0	artista
a.2608	Armin Linke			0	artista
a.2609	Arno Mohr			0	artista
a.2610	Arno Rink			0	artista
a.2611	Arturo Arcila Uribe			0	artista
a.2612	Arturo García Bustos			0	artista
a.2613	Aubrey Beardsley			0	artista
a.2614	Avi Mograbi			0	artista
a.2615	Bernard Cohen			0	artista
a.2616	Bernhard Heisig			0	artista
a.2617	Betsabé Romero			0	artista
a.2618	Boada			0	artista
a.2619	Boris Pérez			0	artista
a.2620	Boris Viskin			0	artista
a.2621	Breyner Huertas			0	artista
a.2622	Bridget Riley			0	artista
a.2623	Bruno Serralongue			0	artista
a.2624	Bruno Zeppilli			0	artista
a.2625	Bustamante			0	artista
a.2626	Camila Echevarría y Michael Gavish			0	artista
a.2627	Camila Rodríguez			0	artista
a.2628	Camilo Aguilera			0	artista
a.2629	Camilo Aguirre			0	artista
a.2630	Camilo Restrepo			0	artista
a.2631	Camilo Velásquez			0	artista
a.2632	Carla Rippey			0	artista
a.2633	Carlos Arturo Zuñiga			0	artista
a.2634	Carlos Augusto Arcila Castillo			0	artista
a.2635	Carlos Castro			0	artista
a.2636	Carlos Fadon			0	artista
a.2637	Carlos Jacanamijoy			0	artista
a.2638	Carlos Motta			0	artista
a.2639	Carlos Ortega			0	artista
a.2640	Carlos Pineda			0	artista
a.2641	Carlos Tamayo			0	artista
a.2642	Carmen Sofia Reyes			0	artista
a.2643	Carolina Ángel Idrobo			0	artista
a.2644	Carolina Caicedo			0	artista
a.2645	Carolina Ruiz			0	artista
a.2646	Catalina Cardenas			0	artista
a.2647	Catálina Toro			0	artista
a.2648	Ceballo J.			0	artista
a.2649	Cecile Hartmann			0	artista
a.2650	César Del Valle			0	artista
a.2651	César Torres			0	artista
a.2652	Charlie Dubbe			0	artista
a.2653	Cisco Jiménez			0	artista
a.2654	Clarisse Hahn			0	artista
a.2655	Clemencia Poveda			0	artista
a.2656	Clemens von Wedemeyer			0	artista
a.2657	Cluck Close			0	artista
a.2658	Coco Fusco			0	artista
a.2659	Coello F.			0	artista
a.2660	Colectivo Autoart			0	artista
a.2661	Colectivo Incinerante			0	artista
a.2662	Colectivo LTTR			0	artista
a.2663	Colectivo NN			0	artista
a.2664	Colectivo Producciones Invisibles			0	artista
a.2665	Colectivo Sector Reforma			0	artista
a.2666	Colin Self			0	artista
a.2667	Comando Libre S-II			0	artista
a.2668	Cortéz G.			0	artista
a.2669	Cristiam Fajardo			0	artista
a.2670	Cynthia Capriata			0	artista
a.2671	Cyprien Gaillard			0	artista
a.2672	Danh Vo			0	artista
a.2673	Dani Gal			0	artista
a.2674	Daniel Escobar			0	artista
a.2675	Danilo Di Preti			0	artista
a.2676	Darel Valença			0	artista
a.2677	Dash Shaw			0	artista
a.2678	Dash/Lab			0	artista
a.2679	David Morán			0	artista
a.2680	Dayhana Muñoz			0	artista
a.2681	Dayro Carrasquilla			0	artista
a.2682	Delo Lindo			0	artista
a.2683	Diana Cristina Flores Reina			0	artista
a.2684	Diana Lasso			0	artista
a.2685	Diana Saldarriaga			0	artista
a.2686	Díaz R.			0	artista
a.2687	Diego Hernández			0	artista
a.2688	Diego León Hoyos			0	artista
a.2689	Diego Morales			0	artista
a.2690	Diego Sarmiento			0	artista
a.2691	Dulce María Núñez			0	artista
a.2692	E. Goemann			0	artista
a.2693	E. McKnight Kauffer			0	artista
a.2694	Edgar Álvarez			0	artista
a.2695	Edinson Quiñones			0	artista
a.2696	Eduardo Motato			0	artista
a.2697	Eduardo Paolozzi			0	artista
a.2698	Eduardo Terrazas & Lance Wyman			0	artista
a.2699	Eduardo Tokeshi			0	artista
a.2700	Edwin Monsalve			0	artista
a.2701	Ejti Stih			0	artista
a.2702	Ela Spalding			0	artista
a.2703	Eleonora Carrington			0	artista
a.2704	Elisa Gomez			0	artista
